CSM5FZ4M	0.761300183	FALSE
CSM5MCUO	0.632952326	FALSE
CSM5MCVL	0.912606414	TRUE
CSM5MCVN	0.916894653	TRUE
CSM5MCW6	0.962750633	TRUE
CSM5MCWC	0.937907191	TRUE
CSM5MCWE	0.948532941	TRUE
CSM5MCWG	0.9994211	TRUE
CSM5MCWQ	0.716845146	FALSE
CSM5MCX3	0.625626559	FALSE
CSM5MCXD	0.780480176	FALSE
CSM5MCXH	0.698826724	FALSE
CSM5MCXJ	0.719154084	FALSE
CSM5MCXL	0.704921845	FALSE
CSM5MCXN	0.611055919	FALSE
CSM5MCXP	0.692246903	FALSE
CSM5MCXR	0.731100425	FALSE
CSM5MCXT	0.659573937	FALSE
CSM5MCXV	0.671121465	FALSE
CSM5MCY2	0.652004427	FALSE
CSM5MCY4	0.724628575	FALSE
CSM5MCY8	0.756653832	FALSE
CSM5MCYS	0.839459987	TRUE
CSM5MCYW	0.958177295	TRUE
CSM5MCZ3	0.942927335	TRUE
CSM5MCZ5	0.9502114	TRUE
CSM5MCZ7	0.961237618	TRUE
CSM5MCZB	0.719848295	FALSE
CSM5MCZD	0.609852564	FALSE
CSM5MCZF	0.616241148	FALSE
CSM67U9B	0.6459069	FALSE
CSM67U9D	0.628007876	FALSE
CSM67U9H	0.877534003	TRUE
CSM67U9J	0.836286784	FALSE
CSM67U9N	0.732017414	FALSE
CSM67UA2	0.831402461	FALSE
CSM67UAA	0.948846096	TRUE
CSM67UAG	0.989250302	TRUE
CSM67UAK	0.816678873	FALSE
CSM67UAM	0.846772929	TRUE
CSM67UAO	0.822614665	FALSE
CSM67UAQ	0.837305827	FALSE
CSM67UAS	0.816893203	FALSE
CSM67UAU	0.615325322	FALSE
CSM67UAW	0.642563824	FALSE
CSM67UAY	0.681567157	FALSE
CSM67UB1	0.69808127	FALSE
CSM67UB3	0.688962427	FALSE
CSM67UB9	0.828851836	FALSE
CSM67UBB	0.83214627	FALSE
CSM67UBF	0.920654386	TRUE
CSM67UBH	0.893573598	TRUE
CSM67UBN	0.897946976	TRUE
CSM67UBR	0.912468028	TRUE
CSM67UBX	0.759404311	FALSE
CSM67UBZ	0.69263632	FALSE
CSM67UC6	0.698459363	FALSE
CSM67UCK	0.633064847	FALSE
CSM67UDF	0.701863955	FALSE
CSM67UDJ	0.715229645	FALSE
CSM67UDN	0.732569989	FALSE
CSM67UDR	0.645364109	FALSE
CSM67UDR_TR	0.671331981	FALSE
CSM67UDY	0.718489209	FALSE
CSM67UE3	0.761554592	FALSE
CSM67UE7	0.673614897	FALSE
CSM67UEA	0.648886851	FALSE
CSM67UEI	0.783822222	FALSE
CSM67UEM	0.790721393	FALSE
CSM67UEW	0.765419307	FALSE
CSM67UEW_TR	0.776873315	FALSE
CSM67UF1	0.733160472	FALSE
CSM67UF5	0.793432474	FALSE
CSM67UFV	0.621154086	FALSE
CSM67UFZ	0.660025302	FALSE
CSM67UG8	0.609492521	FALSE
CSM67UGC	0.896976137	TRUE
CSM67UGO	0.637459913	FALSE
CSM67UH7	0.835626634	FALSE
CSM79HG5	0.855842946	TRUE
CSM79HGF	0.680252429	FALSE
CSM79HGP	0.856626336	TRUE
CSM79HGX	0.628268119	FALSE
CSM79HGZ	0.709817595	FALSE
CSM79HH4	0.808597814	FALSE
CSM79HH8	0.779168939	FALSE
CSM79HHA	0.868005241	TRUE
CSM79HHM	0.737084405	FALSE
CSM79HHO	0.709810853	FALSE
CSM79HHU	0.726802092	FALSE
CSM79HHW	0.823470415	FALSE
CSM79HI3	0.994018505	TRUE
CSM79HI7	0.99226025	TRUE
CSM79HIB	0.990801682	TRUE
CSM79HID	0.830846549	FALSE
CSM79HIF	0.838746858	TRUE
CSM79HIH	0.831792073	FALSE
CSM79HIJ	0.820419734	FALSE
CSM79HIL	0.845010736	TRUE
CSM79HIN	0.808053186	FALSE
CSM79HIR	0.671494972	FALSE
CSM79HIT	0.642495686	FALSE
CSM79HIV	0.69052421	FALSE
CSM79HIX	0.720530018	FALSE
CSM79HIZ	0.634836771	FALSE
CSM79HJA	0.656053004	FALSE
CSM79HJM	0.804567588	FALSE
CSM79HJO	0.748972625	FALSE
CSM79HJS	0.710866275	FALSE
CSM79HJU	0.79866678	FALSE
CSM79HJW	0.927347014	TRUE
CSM79HJY	0.914521915	TRUE
CSM79HK9	0.676265046	FALSE
CSM79HKB	0.686195374	FALSE
CSM79HKT	0.959924595	TRUE
CSM79HKV	0.964697109	TRUE
CSM79HKX	0.724876496	FALSE
CSM79HKZ	0.764626515	FALSE
CSM79HL4	0.701825795	FALSE
CSM79HL6	0.712644276	FALSE
CSM79HLA	0.729402549	FALSE
CSM79HLA_TR	0.725953987	FALSE
CSM79HLC	0.743062634	FALSE
CSM79HLE	0.746721304	FALSE
CSM79HLG	0.703757913	FALSE
CSM79HLI	0.744961744	FALSE
CSM79HLK	0.72756261	FALSE
CSM79HLM	0.750837234	FALSE
CSM79HM1	0.768574844	FALSE
CSM79HM7	0.758369639	FALSE
CSM79HMN	0.618051323	FALSE
CSM79HMP	0.657446237	FALSE
CSM79HMT	0.644154081	FALSE
CSM79HN2	0.725456752	FALSE
CSM79HN6	0.73332839	FALSE
CSM79HNE	0.853594263	TRUE
CSM79HNI	0.794890251	FALSE
CSM79HNK	0.791334385	FALSE
CSM79HNM	0.813753604	FALSE
CSM79HNO	0.97352351	TRUE
CSM79HNU	0.975412028	TRUE
CSM79HNW	0.97275607	TRUE
CSM79HO1	0.83359849	FALSE
CSM79HOF	0.661758578	FALSE
CSM79HOH	0.666325627	FALSE
